ident,city,lat,long
IT_0ITPCH,Peschici,NA,NA
EL_0GRPSK,Pessada Kefallinias,NA,NA
UK_1GBPHD,Peterhead,57.5052909,-1.7813194
EL_0GRPET,Petra Lesvou,NA,NA
EL_0GR813,Petritis Kerkyras,NA,NA
EL_0GRPYV,Pevki Evvoias,NA,NA
IT_0ITPIA,Pianosa,NA,NA
FI_0FIPRS,Pietarsaari,63.6666709,22.7000229
IT_0ITPIO,Piombino,42.9231662,10.5268192
SI_0SIPIR,Piran,NA,NA
EL_0GRPIS,Pisaetos Ithakis,NA,NA
SE_1SEPIT,Piteå,65.3134764,21.4899394
EL_0GRPLG,Platygiali Aitoloakarnanias,NA,NA
ES_2ESQLY,Playa Blanca,28.87135375,-13.838292741516547
ES_2ESPPS,Playa Santiago,NA,NA
HR_0HRPLE,Ploce,43.0524293,17.4360676
EL_0GRPLM,Plomari Lesvou,NA,NA
UK_1GBPLY,Plymouth,50.3712659,-4.1425658
FI_0FIPOH,Pohjankuru,NA,NA
FR_4GPPTP,Pointe-à-Pitre (Guadeloupe),NA,NA
PL,Poland,NA,NA
PL_0PLPLC,Police,53.5486435,14.5657399
EL_0GRPLC,Polichnitos Lesvou,NA,NA
EL_0GRPTK,Politika,-5.40114,143.1262994
HR_0HRPMN,Pomena,NA,NA
PT_0PTPDL,"Ponta Delgada (Ilha de S. Miguel, Açores)",NA,NA
FR_1FRPOX,Pontrieux,NA,NA
IT_0ITPNZ,Ponza,NA,NA
UK_1GBPOO,Poole,50.7179472,-1.981521
HR_0HRPOR,Porec,NA,NA
FI_0FIPOR,Pori,61.4865542,21.7968951
EL_0GRPKE,Poros Kefallinias,NA,NA
EL_0GRPTR,Poros Troizinias,NA,NA
NO_0NOGVL,"Porsgrunn, Rafnes, Herøya, Brevik, Skien, Langesund, Voldsfjorden",NA,NA
UK_1GBPPE,Port Penrhyn,NA,NA
FR_5REPDG,Port Réunion (ex Pointe-des-Galets) (Réunion),NA,NA
UK_1GBPSB,Port Sutton Bridge,NA,NA
UK_1GBPTB,Port Talbot,51.5952119,-3.782199
FR_2FRPOV,Port Vendres,NA,NA
FR_1FRPRJ,Port-Joinville (Île d´Yeu),NA,NA
FR_2FRNOU,Port-la-Nouvelle,43.0203536,3.046461
UK_1GBPOH,Porthoustock England,NA,NA
IT_0ITPGL,Portiglioni,NA,NA
PT_0PTPRM,Portimão,NA,NA
UK_1GBPTL,Portland,NA,NA
IT_0ITPAZ,Porto Azzurro,NA,NA
IT_0ITPCE,Porto Cervo,NA,NA
EL_0GRPHE,Porto Cheli,NA,NA
IT_0ITPDI,Porto d'Ischia,NA,NA
IT_0ITPEM,Porto Empedocle,NA,NA
IT_0ITPFX,Porto Foxi,NA,NA
IT_0ITPGA,Porto Garibaldi,NA,NA
EL_0GRPTL,Porto Lagos,NA,NA
IT_0ITPFO,Porto Levante,NA,NA
IT_0ITPLI,Porto Lignano,NA,NA
IT_0ITPMZ,Porto Maurizio,NA,NA
IT_0ITPNG,Porto Nogaro,45.8160297,13.2187352
PT_0PTPXO,"Porto Santo (Ilha de Porto Santo, Madeira)",NA,NA
IT_0ITPSS,Porto Santo Stefano,NA,NA
IT_0ITPTO,Porto Torres,40.8344403,8.4031462
FR_2FRPVO,Porto Vecchio,NA,NA
IT_0ITPFE,Portoferraio,NA,NA
IT_0ITPTF,Portofino,NA,NA
IT_0ITPVE,Portovesme,39.1956756,8.4070355
UK_1GBPTR,Portrush,NA,NA
UK_1GBPME,Portsmouth,50.8036831,-1.075614
PT,Portugal,NA,NA
IT_0ITPOS,Positano,NA,NA
EL_0GRPOA,Potamos Antikythiron,NA,NA
IT_0ITPZL,Pozzallo,36.7263298,14.8463434
IT_0ITPOZ,Pozzuoli,NA,NA
PT_0PTPRG,"Praia da Graciosa (Ilha da Graciosa, Açores)",NA,NA
PT_0PTPRV,"Praia da Vitória (Ilha Terceira, Açores)",NA,NA
HR_0HRPRE,Preko,NA,NA
EL_0GRPVK,Preveza,NA,NA
HR_0HRPRI,Primosten,NA,NA
EL_0GRPPI,Prinos Thasou,NA,NA
IT_0ITPRO,Procida,NA,NA
FR_2FRPRP,Propriano,NA,NA
EL_0GRPSA,Psachna,NA,NA
HR_0HRPUY,Pula,NA,NA
HR_0HRPNT,Punat,NA,NA
DE_2DEPUB,Putbus,NA,NA
DE_2DEPUT,Puttgarden,54.4964975,11.2121117
EL_0GRPYL,Pylos,NA,NA
EL_0GRPYT,Pythagorio,NA,NA
FR_1FRUIP,Quimper,NA,NA
FI_0FIRAA,Raahe,64.6796865,24.4709175
NL_0NLRAA,Raamsdonk,NA,NA
HR_0HRRAB,Rab,NA,NA
HR_0HRRBC,Rabac,NA,NA
EL_0GRRAF,Rafina,NA,NA
UK_1GBRMG,Ramsgate,51.3334726,1.4196476
NO_0NORNA,Rana,NA,NA
DK_0DKRAN,Randers,56.4800019,10.0891444
HR_0HRRAS,Rasa,NA,NA
IS_0ISRAU,Raufarhöfn,NA,NA
FI_0FIRAU,Rauma,61.1289148,21.5039401
FI_0FIRTR,Rautaruukki,NA,NA
IT_0ITRAN,Ravenna,44.4161414,12.2017617
NL_0NLRAS,Ravenstein,NA,NA
DE_3DEREC,Recklinghausen,NA,NA
FR_1FRRDN,Redon,NA,NA
IT_0ITREG,Reggio di Calabria,38.1035389,15.6397556
NL_0NLREW,Reimerswaal,NA,NA
DE_2DEREN,Rendsburg,54.3046701,9.6645115
NL_0NLRNK,Renkum,NA,NA
EL_0GRRET,Rethymno,NA,NA
IS_0ISRHA,Reykhólar,NA,NA
IS_0ISREY,Reykjavík,NA,NA
IS_0ISRFJ,Reyðarfjörður,NA,NA
DE_3DERHB,Rheinberg-Ossenberg,NA,NA
NL_0NLRHE,Rhenen,NA,NA
NL_0NLRID,Ridderkerk,NA,NA
DE_3DERSA,Riesa,NA,NA
IS_0ISRIF,Rif,NA,NA
LV_0LVRIX,Riga,56.9493977,24.1051846
HR_0HRRJK,Rijeka,45.3271752,14.4412309
IT_0ITRMI,Rimini,NA,NA
EL_0GRRIO,Rio,-22.9110137,-43.2093727
IT_0ITRMA,Rio Marina,NA,NA
IT_0ITRPT,Riposto,NA,NA
NO_0NORIS,Risør,NA,NA
NO_0NORSH,Risøyhamn,NA,NA
UK_1GB221,River Hull & Humber,NA,NA
UK_1GB222,River Ouse,NA,NA
TR_1TRRIZ,Rize,NA,NA
FR_1FRRCO,Rochefort,NA,NA
UK_1GBRFD,Rochford,NA,NA
IT_0ITRGG,Rodi Garganico,NA,NA
EL_0GRRHO,Rodos,NA,NA
NL_0NLOMD,Roermond,NA,NA
HR_0HRRGC,Rogac,NA,NA
NO_0NOROG,Rognan,NA,NA
HR_0HRRGN,Rogoznica,NA,NA
EE_0EERHK,Rohuküla,NA,NA
LV_0LVROJ,Roja,NA,NA
RO,Romania,NA,NA
RO_0RO888,Romania - other ports,NA,NA
SE_1SERNH,Ronehamn,NA,NA
SE_1SERNB,Ronneby,NA,NA
FR_1FRROS,Roscoff,NA,NA
IE_0IEROS,Rosslare Harbour,52.2497333,-6.3401152
DE_2DERSK,Rostock,54.0924445,12.1286127
NL_0NLRTM,Rotterdam,51.9228958,4.4631727
FR_1FRURO,Rouen,49.4404591,1.0939658
HR_0HRROV,Rovinj,NA,NA
FR_1FRRYN,Royan,NA,NA
NL_0NLROZ,Rozenburg,NA,NA
DK_0DKRKB,Rudkøbing,NA,NA
DE_2DE055,Rügen (Östlich Stralsunder Fahrwasser),NA,NA
SE_1SERUV,Rundvik,NA,NA
FI_0FIRUO,Ruotsinpyhtää,NA,NA
UK_1GBRYE,Rye,NA,NA
FI_0FIRYM,Rymättylä,NA,NA
DK_0DKROD,Rødby,NA,NA
DK_0DKROF,Rødby (Færgehavn),NA,NA
DK_0DKRNN,Rønne,55.0994511,14.7060906
DK_0DKRRV,Rørvig,NA,NA
NL_0NLGRA,S-Gravendeel,NA,NA
NL_0NLHTB,S-Hertogenbosch,NA,NA
IT_0ITSDB,S. Benedetto del Tronto,NA,NA
DE_3DE75F,Sachsenhagen,NA,NA
SE_2SESAF,Säffle,NA,NA
DK_0DKSAX,Sakskøbing,NA,NA
LV_0LVSAL,Salacgriva,NA,NA
NO_0NOSAL,Salangen,NA,NA
IT_0ITSAL,Salerno,40.6803601,14.7594542
HR_0HRSAL,Sali,NA,NA
IT_0ITSLA,Salina,NA,NA
FI_0FISAL,Salo,NA,NA
NO_0NOSDL,Saltdal/Rognan,NA,NA
DE_3DESAR,Salzgitter,NA,NA
EL_0GRSMI,Sami,NA,NA
EL_0GRSAM,Samothraki,NA,NA
TR_1TRSSX,Samsun,NA,NA
ES_2ESSCR,San Carlos de la Rápita,NA,NA
NO_0NOSAX,Sand,NA,NA
NO_0NOTRF,Sandefjord,59.1300112,10.2255602
IS_0ISSAN,Sandgerði,NA,NA
NO_0NOSAS,Sandnes,NA,NA
NO_0NOSSJ,Sandnessjøen,NA,NA
IT_0ITSRE,Sanremo,NA,NA
IT_0ITSAT,Sant'Antioco,NA,NA
ES_2ESSCT,Santa Cruz de Tenerife,28.469648,-16.2540884
IT_0ITSML,Santa Margherita Ligure,NA,NA
IT_0ITSPA,Santa Panagia,NA,NA
IT_0ITSTE,Santa Teresa di Gallura,NA,NA
ES_1ESSDR,Santander,43.4620412,-3.8099719
IT_0ITSVC,Santo Vito Lo Capo,NA,NA
NL_0NLSVG,Sas van Gent,NA,NA
DE_2DESAS,Sassnitz,54.516728,13.644119
NO_0NOSAU,Sauda,59.70456595,6.462093764721425
IS_0ISSAU,Sauðárkrókur,NA,NA
IT_0ITSVN,Savona,44.3080251,8.4810315
NL_0NLSCE,Scheveningen,NA,NA
NL_0NLSCI,Schiedam,NA,NA
EL_0GRSHI,Schoinari Zakynthou,NA,NA
EL_0GRSHC,"Schoinousa, Kyklades",NA,NA
DE_1DEHMO,"Schwarzenhütten, Hemmoor",NA,NA
DE_3DESDT,Schwedt,NA,NA
UK_1GBSCR,Scrabster,NA,NA
UK_1GBSEA,Seaham,NA,NA
DE_3DESNE,Sehnde,NA,NA
DK_0DKSEO,Sejerø,NA,NA
HR_0HRSEN,Senj,NA,NA
EL_0GRSER,Serifos,NA,NA
FR_2FRSET,Sète,43.4014434,3.6959771
PT_0PTSET,Setúbal,38.524321,-8.8926172
ES_2ESSVQ,Sevilla,37.3886303,-5.9953403
IS_0ISSEY,Seyðisfjörður,NA,NA
UK_1GBSSS,Sharpness,NA,NA
UK_1GBSHO,Shoreham,40.9573208,-72.9076025
UK_1GBSHT,Shotton,NA,NA
HR_0HRSIB,Sibenik,NA,NA
EL_0GRKRE,Sifnos,NA,NA
IS_0ISSIG,Siglufjörður,NA,NA
EL_0GRSGR,Sigri Lesvou,NA,NA
EL_0GR835,Sikia Porto Rafti,NA,NA
EL_0GRSII,"Sikinos, Kyklades",NA,NA
HR_0HRSIL,Silba,NA,NA
TR_1TRSLE,Sile,NA,NA
TR_2TRSIL,Silivri,NA,NA
EE_0EESLM,Sillamäe,59.3938956,27.7662163
UK_1GBSIL,Silloth,NA,NA
HR_0HRSLO,Silo,NA,NA
SE_1SESIM,Simrishamn,NA,NA
PT_0PTSIE,Sines,37.92694175,-8.74993786808114
TR_1TRSIC,Sinop,NA,NA
FI_0FISIP,Sipoonlahti,NA,NA
IT_0ITSIR,Siracusa,37.0646139,15.2907196
EL_0GRJSH,Siteia,NA,NA
DK_0DKSJO,Sjællands Odde,NA,NA
IS_0ISSKA,Skagaströnd,NA,NA
DK_0DKSKA,Skagen,NA,NA
EL_0GRSKA,Skaramagkas,NA,NA
DK_0DKSDO,Skarø/Drejø,NA,NA
SE_2SESKT,Skattkärr,59.4133819,13.674373
SE_1SESFT,Skellefteå,64.7520185,20.959339
EL_0GRJSI,Skiathos,NA,NA
DK_0DKSKV,Skive,NA,NA
NO_0NOSKY,Skjervøy,NA,NA
FI_0FISKB,Skogby,NA,NA
SE_2SESKO,Skoghall (ports),NA,NA
FI_0FISKV,Sköldvik,58.4758979,16.9392507
EL_0GRSKO,Skopelos,NA,NA
LV_0LVSKU,Skulte,NA,NA
SE_1SESSR,Skutskär,NA,NA
DK_0DKSSK,Skælskør,NA,NA
DK_0DKSKB,Skærbækværkets Havn,NA,NA
HR_0HRSLA,Slano,NA,NA
NL_0NLSLD,Sliedrecht,NA,NA
IE_0IESLI,Sligo,NA,NA
SE_1SESLI,Slite (ports),NA,NA
SI,Slovenia,NA,NA
NL_0NLSML,Smallingerland,NA,NA
NL_0NLSNK,Sneek,NA,NA
HR_0HRSBR,Sobra,NA,NA
SE_1SESOO,Söderhamn,61.2998501,17.0607599
SE_1SESOE,Södertälje,59.1964289,17.6271663
NO_0NOSOG,Sogndal,NA,NA
NO_0NOSOK,Sokndal,NA,NA
SE_1SESOL,Sölvesborg,56.0506535,14.5871906
PL_0PLSOP,Sopot,NA,NA
SE_1SESOR,Söråker,62.5045494,17.5086121
IT_0ITRRO,Sorrento,NA,NA
NO_0NOSLX,Sortland,NA,NA
EL_0GRSUD,Souda Bay,NA,NA
EL_0GRSOG,Sougia,NA,NA
UK_1GBSOU,Southampton,50.9025349,-1.404189
UK_1GBSWD,Southwold,NA,NA
EL_0GRSLA,Souvala Aiginas,NA,NA
ES,Spain,NA,NA
ES_3,Spain: Ceuta,NA,NA
ES_2,Spain: Mediterranean and South Atlantic,NA,NA
ES_4,Spain: Melilla,NA,NA
ES_1,Spain: North Atlantic,NA,NA
EL_0GRSPE,Spetses,NA,NA
DE_1DESPI,Spieckeroog,NA,NA
HR_0HRSPU,Split,43.5116383,16.4399659
DK_0DKSPB,Spodsbjerg Havn,NA,NA
DE_3DE061,Spyck,NA,NA
DE_3DEPYK,Spyck,NA,NA
UK_3JESTH,St Helier (Jersey),NA,NA
FR_3GFSLM,St Laurent du Maroni (Guyane),NA,NA
FR_1FRSML,St Malo,48.6454528,-2.015418
UK_3GGSPT,St Peter Port (Guernsey),NA,NA
FR_2FRSRL,St Raphaël,NA,NA
FR_1FRSVS,St Valéry-sur-Somme,NA,NA
DE_1DESTA,Stade,NA,NA
DE_1DESTS,Stadersand,NA,NA
NO_0NOSUZ,Stamsund,NA,NA
HR_0HRSGD,Stari Grad,NA,NA
HR_0HRSGR,Starigrad,NA,NA
DK_0DKSTT,Statoil-Havnen,NA,NA
NO_0NOSVG,Stavanger,59.1020129,5.712611357275702
EL_0GRSHA,Stavros Chalkidikis,NA,NA
NL_0NLSTE,Steenbergen,NA,NA
NO_0NOSTG,Steigen,NA,NA
NO_0NOSNS,Steinesjoen,NA,NA
NO_0NOSTE,Steinkjer,NA,NA
NO_0NOSTH,Steinshamn,NA,NA
SE_2SESTE,Stenungsund (Ports),NA,NA
PL_0PLSPA,Stepnica,NA,NA
DK_0DKSTP,Stevns Pier,NA,NA
DK_0DKSIT,Stigsnaes Inter Terminal,NA,NA
DK_0DKSTN,Stigsnæs,NA,NA
DK_0DKSTG,Stigsnæsværkets Havn,NA,NA
SE_1SESTA,Stocka,NA,NA
SE_1SESTO,Stockholm,59.3251172,18.0710935
SE_1SESTK,Stockvik,NA,NA
NO_0NOSTK,Stokke/Melsomvik,NA,NA
HR_0HRSTO,Ston,NA,NA
SE_1SESTV,Stora Vika,NA,NA
NO_0NOSRP,Stord,NA,NA
NO_0NOSTF,Storfjord,NA,NA
UK_1GBSTO,Stornoway,NA,NA
SE_1SESUS,Storugns,NA,NA
IS_0ISSTD,Stöðvarfjörður,NA,NA
DE_2DESTL,Stralsund,54.3096314,13.0820846
NO_0NOSTD,Strand,NA,NA
NO_0NOSRN,Stranda,NA,NA
SE_1SESTQ,Strängnäs,NA,NA
UK_1GBSTR,Stranraer,NA,NA
EL_0GRSTI,Stratonio,NA,NA
IS_0ISSTR,Straumsvík,NA,NA
IT_0ITSTR,Stromboli,NA,NA
SE_2SESMD,Strömstad,NA,NA
DK_0DKSTR,Struer Havn,NA,NA
DK_0DKSNO,Strynø,NA,NA
DK_0DKSBK,Stubbekøbing Havn,NA,NA
DK_0DKSSV,Studstrupværkets Havn,NA,NA
DE_3DESTR,Stuttgart,NA,NA
IS_0ISSTY,Stykkishólmur,NA,NA
EL_0GRSYS,Stylida,NA,NA
HR_0HRSUC,Sucuraj,NA,NA
NO_0NOSUL,Suldal,NA,NA
RO_0ROSUL,Sulina,NA,NA
UK_1GBSUL,Sullom Voe,NA,NA
HR_0HRSMN,Sumartin,NA,NA
UK_1GBSUN,Sunderland,54.9058512,-1.3828727
SE_1SESDL,Sundsvall,62.3907552,17.3071024
DK_0DKSUE,Sundsøre,NA,NA
NO_0NOSUN,Sunndal/Sunndalsøra,NA,NA
HR_0HRSUP,Supetar,NA,NA
TR_1TRSUR,Surmene,NA,NA
SE_2SESUR,Surte,NA,NA
HR_0HRSSK,Susak,NA,NA
IS_0ISSUV,Súðavík,NA,NA
IS_0ISSUD,Suðureyri,NA,NA
NO_0NO720,Svalbard,NA,NA
NO_0SJ888,Svalbard and Jan Mayen,NA,NA
NO_0SJSVE,Sveagruva (Svalbard),NA,NA
NO_0NOSVE,Svelgen,61.7700474,5.2981322
DK_0DKSVE,Svendborg,NA,NA
HR_0HRSVJ,Sveti Juraj,NA,NA
NO_0NOSVJ,Svolvaer,NA,NA
UK_1GBSWA,Swansea,51.6195955,-3.9459248
SE,Sweden,NA,NA
SE_1SE888,Sweden (Baltic Sea) - other ports,NA,NA
SE_1SE88B,Sweden (Baltic Sea) - other ports,NA,NA
SE_9SE888,Sweden (unknown maritime coastal area) - other ports,NA,NA
SE_9SE88D,Sweden - other ports,NA,NA
SE_1,Sweden: Baltic Sea,NA,NA
SE_2,Sweden: North Sea,NA,NA
SE_9,Sweden: unspecified maritime coastal area,NA,NA
PL_0PLSWI,Swinoujscie,53.9097477,14.2510703
NO_0NOSYK,Sykkylven,NA,NA
EL_0GRSYM,Symi,NA,NA
EL_0GRJSY,Syros,NA,NA
PL_0PLSZZ,Szczecin,53.4301818,14.5509623
DK_0DKSLV,Sælvig Havn,NA,NA
DK_0DKSOB,Søby Havn,NA,NA
NO_0NOSNE,Søgne,NA,NA
NO_0NOSMN,Sømna,NA,NA
DK_0DKSGD,Sønderborg,NA,NA
NO_0NOSRA,Sørreisa,NA,NA
FI_0FIDLS,Taalintehdas,NA,NA
FI_0FITVS,Taivassalo,NA,NA
IT_0ITTAL,Talamone,NA,NA
IS_0ISTAL,Tálknafjörður,NA,NA
EE_0EETLL,Tallinn,59.4372155,24.7453688
FI_0FITAI,Tammisaari,NA,NA
IT_0ITTAR,Taranto,40.4712427,17.2432278
ES_2ESTAR,Tarragona,41.1172364,1.2546057
DK_0DKTRS,Tårs,NA,NA
TR_2TRTAS,Tasucu,NA,NA
UK_1GBMME,Tees & Hartlepool,NA,NA
UK_1GBTNM,Teignmouth,NA,NA
FI_0FITEI,Teijo,NA,NA
TR_2TRTEK,Tekirdag,NA,NA
IT_0ITTRI,Termini Imerese,NA,NA
IT_0ITTMI,Termoli,NA,NA
NL_0NLTNZ,Terneuzen,NA,NA
IT_0ITTRC,Terracina,NA,NA
NL_0NLTEX,Texel,NA,NA
EL_0GRTSO,Thasos,40.7785756,24.7096571
EL_0GRSKG,Thessaloniki,40.6403167,22.9352716
EL_0GRJTR,Thira,NA,NA
EL_0GRTRS,Thirasia,NA,NA
DK_0DKTED,Thisted,NA,NA
DK_0DKTYB,Thyborøn,56.7011279,8.2145876
NL_0NLTIE,Tiel,NA,NA
EL_0GRTIL,Tilos Dodekanisou,NA,NA
EL_0GRTIN,Tinos,NA,NA
TR_1TRTIR,Tirebolu,NA,NA
HR_0HRTNO,Tisno,NA,NA
FI_0FITOK,Tolkkinen,NA,NA
EL_0GRTLA,Tolo Argolidas,NA,NA
FR_1FRTON,Tonnay Charente,NA,NA
SE_1SETOE,Töre,NA,NA
FI_0FITOR,Tornio,65.8457589,24.1464
IT_0ITTOA,Torre Annunziata,NA,NA
IT_0ITTGR,Torregrande,NA,NA
IT_0ITTVC,Torviscosa,NA,NA
FR_2FRTLN,Toulon,43.1257311,5.9304919
TR_1TRTZX,Trabzon,NA,NA
IE_0IETRA,Tralee,NA,NA
IT_0ITTNI,Trani,NA,NA
IT_0ITTPS,Trapani,38.0174321,12.515992
FR_1FRTRE,Tréguier,NA,NA
SE_1SETRG,Trelleborg,55.37592,13.1461522
IT_0ITTMT,Tremiti,NA,NA
UK_1GB203,Trent River,NA,NA
IT_0ITTRS,Trieste,45.6504806,13.7931263
HR_0HRTRO,Trogir,NA,NA
SE_2SETHN,Trollhättan (Ports),NA,NA
NO_0NOTOS,Tromsø,69.649208,18.9543434
NO_0NOTRD,Trondheim/Flakk,NA,NA
UK_1GBTRN,Troon,NA,NA
HR_0HRTRJ,Trpanj,NA,NA
HR_0HRTRK,Trstenik,NA,NA
UK_1GBTRU,Truro,NA,NA
EL_0GRTRY,Trypiti Chalkidikis,NA,NA
PL_0PLTBZ,Trzebiez,NA,NA
RO_0ROTCE,Tulcea,NA,NA
SE_1SETUN,Tunadal,NA,NA
DK_0DKTNO,Tunø,NA,NA
TR,Turkey,NA,NA
TR_9TR888,Turkey (unknown maritime coastal area) - other ports,NA,NA
TR_1,Turkey: Black Sea,NA,NA
TR_2,Turkey: Mediterranean,NA,NA
TR_9,Turkey: unspecified maritime coastal area,NA,NA
FI_0FITKU,Turku,60.4517531,22.2670522
UK_1GBTYN,Tyne,NA,NA
NO_0NOTYN,Tysnes,NA,NA
NO_0NOTON,Tønsberg,59.3549795,10.282049110877239
HR_0HRUBL,Ubli,NA,NA
DK_0DKUDN,Udbyhoj Nord,NA,NA
DK_0DKUDS,Udbyhoj Syd,NA,NA
SE_2SEUDD,Uddevalla,58.3490555,11.9382855
DE_2DEUCK,Ueckermünde,NA,NA
DE_3DEUEL,Uelzen,NA,NA
UK_1GBULL,Ullapool,NA,NA
HR_0HRUMG,Umag,NA,NA
SE_1SEUME,Umeå,63.8256568,20.2630745
SE_1SEUND,Underås,59.3302778,10.9549056
UK,United Kingdom,NA,NA
UK_1GB888,United Kingdom - other ports,NA,NA
UK_1,United Kingdom: Great Britain and Northern Ireland,NA,NA
UK_3,United Kingdom: Guernsey and Jersey (Channel Islands),NA,NA
UK_2,United Kingdom: Isle of Man,NA,NA
TR_1TRUNY,Unye,NA,NA
SE_1SEUPP,Uppsala,NA,NA
IT_0ITUST,Ustica,NA,NA
PL_0PLUST,Ustka,NA,NA
SE_1SEUTA,Utansjö,NA,NA
NL_0NLUTC,Utrecht,NA,NA
FI_0FIUKI,Uusikaupunki,60.8016507,21.4086143
FI_0FIVAA,Vaasa,63.0957722,21.6159187
IT_0ITVDA,Vada,NA,NA
NO_0NOVDS,Vadsø,NA,NA
NO_0NOVGN,Vågan/Kabelvåg,NA,NA
SE_1SEVAJ,Väja,NA,NA
TR_1TRVAK,Vakfikebir,NA,NA
SE_1SEVAK,Valdemarsvik,NA,NA
ES_2ESVLC,Valencia,39.4697065,-0.3763353
ES_2ESVCC,Vallcarca,NA,NA
ES_2ESVGR,Valle Gran Rey,NA,NA
MT_0MTMLA,Valletta,35.8989818,14.5136759
SE_1SEVAL,Vallvik,NA,NA
SE_2SEVAN,Vänersborg,58.3811988,12.3226877
DK_0DKVNG,Vang Havn,NA,NA
FR_1FRVNE,Vannes,NA,NA
NO_0NOVAY,Vanylven,NA,NA
SE_2SEVAG,Varberg,57.1057412,12.2502949
NO_0NOVAO,Vardø,NA,NA
SE_2SEVGN,Vargön,NA,NA
BG_0BGVAR,Varna,43.2069025,27.9150855
EL_0GRVSS,Vasiliki Lefkadas,NA,NA
SE_1SEVST,Västerås,59.6110992,16.5463679
SE_1SEVVK,Västervik,57.7594186,16.6385035
IT_0ITVSO,Vasto,NA,NA
EL_0GRVTH,Vathy Samou,NA,NA
NO_0NOVEG,Vega,NA,NA
DK_0DKVEJ,Vejle,55.7000057,9.5333238
HR_0HRVLK,Vela Luka,NA,NA
PT_0PTVEL,"Velas (Ilha de São Jorge, Açores)",NA,NA
FI_0FIVEL,Velkua,NA,NA
EE_0EEVEB,Vene-Balti,NA,NA
IT_0ITVCE,Venezia,45.4371908,12.3345898
DE_3DEVNA,Venhaus,NA,NA
NL_0NLVEN,Venlo,NA,NA
IT_0ITVTT,Ventotene,NA,NA
LV_0LVVNT,Ventspils,57.3903918,21.5635991
DK_0DKVEN,Venø Havn,NA,NA
NO_0NOVER,Verdal,NA,NA
SE_1SEVER,Verkebäck,NA,NA
DK_0DKVES,"Vesterø Havn, Læsø",NA,NA
IS_0ISVES,Vestmannaeyjar,NA,NA
NO_0NOVVY,Vestvågøy,NA,NA
PT_0PTVDC,Viana do Castelo,41.694867,-8.831088
IT_0ITVIA,Viareggio,NA,NA
IT_0ITVVA,Vibo Valentia,NA,NA
NL_0NLVIE,Vierlingsbeek,NA,NA
DE_3DEVIW,Vierow,54.1175854,13.5730331
IT_0ITVIE,Vieste,NA,NA
ES_1ESVGO,Vigo,42.2376602,-8.7247205
NO_0NOVKN,Vikna,NA,NA
PT_0PTVDP,"Vila do Porto (Ilha de Sta Maria, Açores)",NA,NA
PT_0PTVNC,"Vila Nova do Corvo (Ilha do Corvo, Açores)",NA,NA
ES_2ESVLG,Vilanova i la Geltrú,NA,NA
ES_1ESVIL,Villagarcía (de Arosa),42.5947625,-8.7669178
EE_0EEVIR,Virtsu,NA,NA
HR_0HRVIS,Vis,NA,NA
SE_1SEVBY,Visby,57.6379361,18.297982
SE_1SEVIV,Vivstavarv,NA,NA
NL_0NLVLA,Vlaardingen,51.9227863,4.329563378870851
NL_0NLVLI,Vlissingen,NA,NA
HR_0HRVDC,Vodice,NA,NA
IS_0ISVOG,Vogar,NA,NA
EL_0GRVLC,Volissos (Limnia) Chiou,NA,NA
EL_0GRVOL,Volos,39.3624833,22.9401864
IS_0ISVPN,Vopnafjörður,NA,NA
DK_0DKVOR,Vordingborg Havn,NA,NA
EL_0GR909,Voreios Evvoikos,NA,NA
IT_0ITVUL,Vulcano Porto,NA,NA
NO_0NOVEY,Værøy,NA,NA
NL_0NLWGW,Wageningen,NA,NA
SE_2SEWAL,Wallhamn,NA,NA
DE_3DEWLM,Walsum,NA,NA
DE_1DEAGE,Wangerooge,53.7834392,7.934210607402974
UK_1GBWPT,Warrenpoint,54.0999923,-6.2512827
IE_0IEWAT,Waterford,52.2609997,-7.1119081
DE_1DEWED,Wedel-Schulau,NA,NA
DE_3DEWNU,Weissenthurm,NA,NA
NL_0NLWKD,Werkendam,NA,NA
DE_3DEWES,Wesel,NA,NA
NL_0NLWTE,West-Terschelling,NA,NA
UK_1GBWEY,Weymouth,NA,NA
UK_1GBWTB,Whitby,NA,NA
UK_1GBWHV,Whitehaven,NA,NA
UK_1GBWTS,Whitstable,NA,NA
UK_1GBWIC,Wick,NA,NA
IE_0IEWIC,Wicklow,NA,NA
DE_1DEWVN,Wilhelmshaven,53.5278793,8.106301
UK_1GBWIS,Wisbech,NA,NA
DE_1DEWIF,Wischhafen,53.773234,9.318797
DE_2DEWIS,Wismar,53.8909832,11.4647932
DE_1DEWMD,Wittmund,53.5792685,7.7815477
PL_0PLWLA,Wladyslawowo,NA,NA
DE_2DEWOL,Wolgast,54.0536473,13.7757809
UK_1GBWOR,Workington,NA,NA
NL_0NLWCM,Woudrichem,NA,NA
TR_2TRYAL,Yalova,NA,NA
EL_0GRHYD,Ydra,NA,NA
IE_0IEYOU,Youghal,NA,NA
SE_1SEYST,Ystad,55.4329849,13.8196555
NL_0NLZAA,Zaanstad,NA,NA
HR_0HRZAD,Zadar,NA,NA
EL_0GRZTH,Zakynthos,NA,NA
BE_0BEZEE,Zeebrugge,51.3312211,3.207561
BE_0BE001,Zeekanaal Brussel-Schelde - ports,NA,NA
NL_0NLZSP,Zeeland Seaports,NA,NA
TR_1TRZON,Zonguldak,NA,NA
