x,y
2.374041,48.8839221
2.3740068,48.8839133
2.3562947,48.8779103
2.3406063,48.8409185
2.3437914,48.8413985
2.3438002,48.8414195
2.3414365,48.8420048
2.3413334,48.8430467
2.3431398,48.8462881
2.3489352,48.8688277
2.3084848,48.857892
2.3018014,48.8587552
2.287803,48.8322037
2.2905592,48.8342133
2.388885,48.8593397
2.3827693,48.8392296
2.3742066,48.8460478
2.3421836,48.886981
2.2878511,48.8633639
2.2773371,48.8622392
2.3568717,48.8801923
2.3084492,48.8294348
2.3782567,48.865915
2.3782225,48.8659071
2.3776834,48.8647443
2.3786708,48.8643822
2.3791787,48.8631091
2.3538552,48.8336853
2.3486554,48.8359293
2.3716303,48.8626199
2.3716468,48.8626016
2.316939,48.8810069
2.3363473,48.8433225
2.3588789,48.8797296
2.3797845,48.8882046
2.346734,48.8452835
2.3428278,48.8476279
2.3298938,48.8846099
2.3477621,48.8816522
2.3464568,48.8807224
2.3529008,48.8285461
2.3437156,48.8889751
2.3508195,48.830161
2.3555687,48.8770084
2.3614204,48.8745959
2.3127965,48.8426689
2.2748991,48.8511765
2.3036565,48.8793755
2.3011468,48.8788405
2.3424302,48.8212381
2.3459405,48.8404065
2.3401698,48.8749814
2.3542607,48.8807789
2.3560326,48.8802689
2.3446347,48.8609251
2.3566638,48.8581057
2.329237,48.8301158
2.3096881,48.8666215
2.3265158,48.8542298
2.3293068,48.8497419
2.3326032,48.8526294
2.3556118,48.8759042
2.3556058,48.8758892
2.3556038,48.8758733
2.3737047,48.8743552
2.3737286,48.8743484
2.3416898,48.8447852
2.3514198,48.8542666
2.3332713,48.8669399
2.3345577,48.8689076
2.3340548,48.8661184
2.3393834,48.8617756
2.3645199,48.8261052
2.3202543,48.8938393
2.3185243,48.8926366
2.3494629,48.8276045
2.3131277,48.8264809
2.3156691,48.8255911
2.3374359,48.8573379
2.2654383,48.8542559
2.3860958,48.8886122
2.3525394,48.8220749
2.3323792,48.887204
2.338272,48.8894658
2.3359117,48.8895743
2.3335728,48.8878865
2.3346618,48.8859667
2.3340806,48.8852224
2.3401243,48.8929953
2.2741467,48.8533946
2.2761325,48.8529499
2.2657914,48.847737
2.2846127,48.8466562
2.3207374,48.885123
2.2836643,48.8448174
2.3477829,48.8696349
2.3413083,48.8602063
2.3322196,48.8449789
2.3420547,48.8883752
2.3481873,48.8210604
2.3460741,48.8691015
2.3531297,48.8351217
2.324196,48.892229
2.3468274,48.8650661
2.3473527,48.8740029
2.2988272,48.8679394
2.3836985,48.8449426
2.2570094,48.8387555
2.3835748,48.889189
2.332755,48.8408334
2.2786677,48.8595519
2.2712983,48.8452574
2.2682296,48.8425377
2.2642377,48.8479487
2.2654177,48.8561564
2.3079564,48.8541145
2.2894386,48.8838919
2.3497968,48.8917893
2.3571564,48.8249618
2.2799418,48.858929
2.2804192,48.8621707
2.2822395,48.861949
2.2853468,48.859526
2.3473084,48.8259134
2.365782,48.833565
2.3314004,48.8922185
2.3353511,48.841918
2.3378801,48.8424513
2.340561,48.8465766
2.3392269,48.8490333
2.3399873,48.8553459
2.3415428,48.8570297
2.3380469,48.8417224
2.3668457,48.8560595
2.3668425,48.85606
2.3643231,48.8563799
2.3601235,48.8553028
2.3554038,48.8323121
2.3554067,48.8323121
2.3535999,48.8363673
2.3536079,48.8363712
2.348037,48.8521779
2.3453762,48.8865066
2.3388365,48.8841555
2.3467121,48.8821686
2.3390386,48.8373104
2.3484517,48.8639097
2.3926391,48.886748
2.3096138,48.826083
2.339766,48.8757661
2.2561397,48.8402892
2.2722685,48.8644217
2.4112603,48.8535233
2.408727,48.8562517
2.3250438,48.8661363
2.3006973,48.8585503
2.2846005,48.8466558
2.3413458,48.860811
2.292248,48.852167
2.3664568,48.8532696
2.3276585,48.8479037
2.3310318,48.8906786
2.3424245,48.8843333
2.341891,48.8834937
2.3561826,48.8874047
2.3005876,48.8283805
2.3329399,48.8701712
2.3266235,48.8724486
2.3266366,48.8725128
2.3266401,48.8725317
2.3274845,48.8723456
2.2921394,48.8809963
2.3023852,48.8894507
2.3736165,48.8438482
2.3606977,48.8868314
2.28857,48.8510013
2.2975309,48.8448697
2.296431,48.8502758
2.290565,48.8530389
2.3274485,48.8321252
2.3390889,48.8731883
2.3280028,48.8241892
2.3653335,48.8234256
2.3443406,48.8974459
2.2977084,48.8692205
2.3949253,48.8401051
2.3530829,48.871706
2.324856,48.8601278
2.3473222,48.8662907
2.3658029,48.8697053
2.3657856,48.8696995
2.3657949,48.8697026
2.3199179,48.8944027
2.3769839,48.8403492
2.3188806,48.8882186
2.338826,48.8201067
2.3758082,48.8962124
2.3265287,48.8276297
2.3679769,48.8305245
2.320914,48.8842347
2.3250078,48.8803949
2.324362,48.8825742
2.3625863,48.8954405
